id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
5147,4,1,1,1,8,2015/9/8 14:02,1,1982,1,1,1,9,,4.0,2008.0,50000,1,,45.0,0,0,0,0,0,0,0,0,1,,183,190,4,4,5,2,2.0,2,2,4,4,5,4,1,3,3,4,4,4,4,1,4,5,5,1,3,3,3,3.0,4.0,3,2,6,5,6,5,1,6.0,-2.0,1.0,2.0,1,1,1,1,50000.0,1,1,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1954,5,1,6,1954,5,4,6,3,2,4,3,12000.0,5,4,4,4,5,5,3,4,4,3,3,3,1,4,70,70,70,80,70.0,70,90,90,90
1085,4,1,7,18,39,2015/8/12 11:08,2,1988,1,1,1,4,,4.0,2003.0,0,1,,50.0,0,0,1,0,0,0,0,0,0,,160,110,4,4,4,5,1.0,1,3,3,4,4,1,1,4,2,3,5,4,4,3,3,5,3,1,3,3,3,6.0,4.0,1,4,5,3,5,3,5,,,,,1,1,2,2,120000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2009.0,1989.0,2009.0,4.0,1.0,5.0,120000.0,1.0,3.0,1.0,1970,4,1,1,1973,3,1,5,2,2,4,2,60000.0,3,3,3,3,5,3,3,4,3,3,3,3,3,3,80,80,80,80,60.0,85,90,80,80
2267,4,1,19,57,91,2015/7/18 16:42,1,1985,1,1,3,6,,2.0,-1.0,50000,1,,42.0,0,0,0,0,0,0,0,0,1,,178,110,4,4,4,1,3.0,2,3,1,2,5,4,4,4,3,3,4,4,4,2,4,5,5,1,3,4,2,7.0,4.0,6,4,5,3,6,5,1,3.0,8.0,1.0,2.0,2,1,2,2,200000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2010.0,1989.0,2010.0,7.0,4.0,4.0,60000.0,1.0,3.0,1.0,-2,6,-8,9,1964,4,-8,9,3,2,2,2,500000.0,4,4,4,4,4,4,4,5,4,3,5,4,3,2,80,80,60,60,60.0,60,60,85,60
1923,4,1,31,87,130,2015/8/15 14:18,1,1953,1,0,9,6,,4.0,1971.0,40800,1,,108.0,0,0,0,1,0,0,0,0,0,,165,165,2,2,3,1,2.0,3,1,5,5,1,1,2,5,5,3,3,3,3,5,5,5,5,5,4,2,2,1.0,1.0,1,4,5,1,4,4,5,,,,,1,1,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1973.0,1952.0,1973.0,3.0,1.0,1.0,66000.0,4.0,,,-2,3,1,2,-2,3,1,2,2,1,4,3,54000.0,5,3,-8,-8,4,4,3,3,3,3,3,3,1,5,80,50,60,70,80.0,80,80,80,80
7224,4,1,13,37,68,2015/9/10 10:53,2,1976,1,0,4,4,,4.0,-2.0,16000,1,,36.0,0,0,0,0,0,0,0,1,0,,155,102,4,5,5,1,3.0,1,1,2,4,2,1,1,5,3,5,5,4,4,3,1,5,5,3,4,4,1,1.0,5.0,2,4,6,5,8,5,1,3.0,15.0,1.0,3.0,1,1,1,2,26000.0,3,2,0,2,0,1,0,0,0,0,0,0,0,,1,2,3.0,3,1997.0,1973.0,1997.0,3.0,1.0,1.0,10000.0,3.0,,,1942,3,1,2,1947,4,1,2,3,1,4,3,30000.0,4,4,3,3,5,4,4,4,2,-8,3,-8,1,5,89,80,60,85,60.0,65,65,80,70
1047,4,1,6,17,33,2015/8/5 15:37,2,1941,1,1,1,9,,4.0,-2.0,3816,1,,45.0,0,1,0,0,0,0,0,0,0,,155,126,2,4,4,4,1.0,2,2,2,3,1,2,2,5,4,4,4,4,4,4,5,5,5,4,2,3,2,2.0,2.0,1,4,6,5,6,6,4,,,,,1,1,2,2,3816.0,1,1,1,2,0,1,0,0,0,0,0,0,0,,1,5,0.0,3,1957.0,1930.0,1992.0,-8.0,-8.0,8.0,0.0,6.0,,,-2,-8,-8,16,-2,-8,-8,16,3,2,3,4,20000.0,4,4,4,3,4,4,3,4,4,5,4,4,5,3,70,65,70,60,60.0,60,50,50,60
1347,4,1,19,56,90,2015/7/14 19:29,1,1963,1,1,1,4,,4.0,1978.0,40000,1,,95.0,0,0,0,0,0,0,0,0,1,,175,150,2,3,2,1,3.0,5,2,2,5,4,4,1,5,4,1,5,4,5,5,5,5,5,2,4,2,1,1.0,7.0,3,2,6,8,4,2,1,2.0,34.0,1.0,4.0,1,1,2,2,60000.0,2,3,2,1,0,0,1,0,0,0,0,0,0,,1,0,0.0,3,1986.0,1965.0,1986.0,4.0,1.0,1.0,-1.0,1.0,2.0,1.0,1912,-8,3,2,1923,-8,3,2,2,2,2,2,100000.0,5,4,4,4,5,3,3,3,3,4,-8,4,1,2,40,30,50,30,60.0,60,50,40,40
5923,5,1,19,57,91,2015/7/21 17:17,2,1997,1,1,1,6,,1.0,2013.0,0,2,,80.0,0,0,0,0,1,0,0,0,0,,153,92,5,5,5,4,1.0,3,2,1,3,5,1,2,3,4,3,5,2,2,1,1,5,2,1,2,4,5,6.0,2.0,6,5,7,4,9,7,6,,,,,1,1,1,2,3000000.0,3,4,3,2,0,0,1,1,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,12,1,8,1970,12,1,1,2,2,2,-8,2000000.0,4,-8,-8,-8,4,4,4,4,-8,4,-8,4,1,3,60,80,60,70,80.0,80,60,70,70
1177,4,1,27,78,118,2015/8/3 11:23,2,1994,1,1,1,12,,1.0,2014.0,0,2,,73.0,0,0,0,0,1,0,0,0,0,,161,120,3,4,2,1,3.0,2,3,1,2,5,1,4,4,4,2,5,4,4,1,1,5,5,1,2,4,4,7.0,5.0,2,4,4,2,6,2,6,,,,,1,2,2,2,140000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1973,4,1,10,1975,3,1,7,2,2,4,-8,200000.0,4,3,3,3,5,5,4,4,3,3,3,3,2,2,50,50,60,60,50.0,50,60,60,60
6283,4,1,21,61,97,2015/7/20 12:35,2,1988,1,1,1,12,,4.0,2006.0,80000,1,,120.0,0,1,0,0,0,0,0,0,0,,170,140,4,5,5,5,1.0,3,3,1,4,3,1,1,4,3,4,4,5,5,5,5,5,5,2,2,4,2,6.0,6.0,2,4,5,4,6,4,1,3.0,9.0,1.0,3.0,1,1,2,2,13000.0,5,4,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2010.0,1985.0,2010.0,12.0,1.0,5.0,50000.0,1.0,3.0,1.0,1961,6,1,5,1955,6,1,9,2,2,5,2,100000.0,3,3,3,3,3,3,1,3,2,3,-8,2,2,2,80,80,80,70,70.0,60,66,50,60
7037,4,2,9,21,43,2015/7/6 17:45,1,1963,1,1,1,6,,4.0,1983.0,20000,2,,80.0,0,1,0,0,0,0,0,0,0,,160,110,4,4,4,1,1.0,1,1,1,4,2,1,2,5,3,5,5,4,4,5,5,5,5,5,2,3,1,2.0,4.0,1,3,3,2,4,2,2,,,,,1,1,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1987.0,1966.0,1987.0,3.0,1.0,1.0,10000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,1,3,2,30000.0,4,4,3,3,4,3,2,4,3,-8,-8,-8,2,4,70,50,60,60,70.0,65,70,70,65
6084,4,1,1,1,8,2015/8/27 14:15,1,1969,1,1,1,3,,-8.0,-3.0,20000,1,,16.2,0,0,0,0,0,0,0,0,1,,178,160,3,5,5,2,2.0,1,1,3,4,1,1,1,5,5,5,5,5,5,4,-8,-8,-8,-8,-8,-8,-8,7.0,7.0,-8,2,5,5,5,5,1,3.0,13.0,2.0,3.0,1,1,2,2,20000.0,1,3,-2,2,1,0,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1942,-8,1,16,1945,-8,1,-8,3,3,-8,3,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,50,50,50,60,60.0,50,50,50,50
5915,4,1,4,7,19,2015/10/17 9:54,1,1972,1,1,1,12,,4.0,1995.0,180000,1,,110.0,0,1,0,0,0,0,0,0,0,,165,130,5,4,5,2,3.0,2,2,1,3,5,1,2,3,4,1,4,3,3,1,5,5,5,1,3,4,4,7.0,7.0,3,3,5,5,6,5,1,3.0,20.0,1.0,2.0,1,1,2,2,200000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2000.0,1971.0,2000.0,10.0,1.0,2.0,0.0,5.0,,,1942,7,4,1,1944,7,4,1,2,2,3,3,1000000.0,5,4,5,4,5,4,3,4,2,4,-8,4,2,5,60,50,50,80,50.0,50,50,50,80
4839,3,1,1,1,4,2015/8/26 15:36,1,1976,1,1,1,8,,4.0,1995.0,48000,4,2013.0,49.0,0,0,0,0,1,0,0,0,0,,168,120,4,4,4,2,1.0,4,3,2,4,5,4,3,3,3,3,3,3,3,3,3,4,5,2,3,4,4,3.0,3.0,1,2,4,4,4,3,1,4.0,20.0,1.0,3.0,1,1,1,1,48000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1949,4,4,1,1947,6,4,1,3,2,3,3,60000.0,3,3,2,1,4,2,1,1,1,1,1,1,1,3,70,70,70,70,70.0,70,70,70,70
1422,4,1,15,42,73,2015/7/10 18:39,2,1957,1,1,1,4,,4.0,1972.0,20000,1,,170.0,0,0,0,0,1,0,0,0,0,,158,98,4,5,4,2,1.0,4,1,1,4,4,4,1,5,3,2,5,4,4,4,2,4,5,1,4,4,2,2.0,3.0,2,4,5,5,5,5,5,,,,,1,2,2,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1983.0,1959.0,1983.0,6.0,4.0,2.0,15000.0,1.0,3.0,2.0,1920,3,1,1,1923,3,1,15,2,2,4,2,30000.0,2,2,2,2,2,2,3,2,2,2,2,2,2,4,75,70,80,75,70.0,85,80,80,80
6076,3,1,27,79,119,2015/7/24 18:42,2,1973,1,0,1,12,,4.0,1999.0,30000,1,,50.0,0,1,0,0,0,0,0,0,0,,160,140,4,5,3,2,1.0,1,1,1,5,5,1,1,5,4,5,5,4,4,5,5,5,5,1,1,5,1,,,1,1,1,1,1,5,5,,,,,1,1,2,2,30000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1936,4,4,1,1938,7,1,1,3,2,4,3,50000.0,4,4,4,4,5,4,4,4,4,5,-8,-8,4,2,50,50,50,50,50.0,50,50,50,50
4150,1,1,9,20,42,2015/7/7 17:54,1,1964,1,1,1,4,,4.0,1980.0,15000,1,,40.0,0,0,0,0,0,0,0,0,1,,160,98,4,3,4,2,1.0,1,4,1,5,2,1,1,5,3,2,5,4,4,5,5,5,5,4,4,3,3,2.0,3.0,1,2,1,1,2,1,5,,,,,1,2,2,2,40000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1993.0,1966.0,1993.0,4.0,1.0,2.0,15000.0,1.0,3.0,1.0,1926,2,1,2,1936,2,1,2,3,3,4,3,75000.0,2,2,2,2,3,3,2,3,3,3,2,2,2,4,85,65,60,60,-3.0,40,50,60,60
5776,4,1,18,51,84,2015/7/27 9:28,1,1982,1,1,1,10,,4.0,2004.0,60000,1,,98.0,0,0,0,0,1,0,0,0,0,,170,200,5,5,5,2,3.0,5,5,1,5,5,4,1,3,3,1,5,4,4,1,1,5,5,1,1,4,5,,,5,2,5,4,7,4,1,6.0,9.0,1.0,4.0,1,1,1,2,100000.0,4,3,1,1,0,0,1,0,0,0,0,0,0,,1,0,1.0,3,2010.0,1982.0,2010.0,11.0,1.0,2.0,30000.0,1.0,3.0,1.0,-3,-8,-8,-8,1956,4,1,1,3,1,4,2,-2.0,3,3,3,3,5,4,3,5,3,4,-8,4,2,1,60,50,0,65,40.0,65,70,50,50
909,4,1,28,81,122,2015/7/30 16:40,2,1942,1,1,1,1,,,,3660,1,,115.0,0,0,0,1,0,0,0,0,0,,150,75,4,4,4,1,4.0,1,1,1,3,1,1,1,5,2,5,5,4,5,5,5,5,5,5,1,5,1,,,1,4,7,5,9,5,4,,,,,1,2,2,2,30000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,3,0,0.0,7,-2.0,,,,,,,,,,-2,1,-8,2,-2,-8,-8,2,2,2,3,2,5000.0,3,3,5,4,3,-8,1,-8,3,3,-8,-8,1,2,80,75,85,85,85.0,74,75,75,80
2914,5,1,4,7,17,2015/10/4 9:36,1,1942,1,1,1,7,,4.0,1963.0,50000,4,1994.0,97.0,0,1,0,0,0,0,0,0,0,,175,136,4,4,5,5,1.0,5,2,5,5,1,3,1,5,3,1,4,4,4,2,1,5,5,5,3,4,3,5.0,1.0,1,4,6,7,7,8,5,,,,,1,-8,2,2,100000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,2,0.0,3,1970.0,1944.0,1970.0,6.0,4.0,5.0,50000.0,5.0,,,1910,3,4,4,-2,3,1,2,2,2,3,2,50000.0,-8,-8,-8,-8,4,4,4,4,4,4,-8,3,2,3,80,60,-2,60,-2.0,70,60,70,65
6852,4,2,5,8,24,2015/8/5 13:04,1,1968,1,1,1,3,,4.0,1981.0,20000,1,,100.0,0,1,0,0,0,0,0,0,0,,168,120,3,4,4,1,1.0,1,1,1,5,1,1,1,5,2,5,5,5,5,5,5,5,5,5,1,3,1,,,2,4,3,4,3,3,3,,,,,2,2,2,2,40000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,-2.0,1967.0,-2.0,3.0,1.0,1.0,20000.0,3.0,,,1948,-8,1,2,1948,1,1,2,2,3,3,2,80000.0,4,4,3,3,3,3,2,3,3,3,3,2,1,4,60,70,70,60,70.0,70,70,60,60
1973,4,2,6,14,30,2015/8/6 10:03,2,1972,1,1,1,6,,4.0,1992.0,0,4,2011.0,150.0,0,1,1,0,0,0,0,0,0,,165,110,4,4,4,1,1.0,3,3,1,4,3,1,1,4,3,2,4,2,2,2,4,5,4,1,3,3,3,3.0,2.0,6,4,6,4,7,2,3,,,,,1,1,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1996.0,1962.0,1996.0,4.0,4.0,1.0,10000.0,5.0,,,-2,4,1,2,-2,3,1,2,3,1,4,2,50000.0,4,4,4,3,4,3,3,3,4,3,-8,3,1,4,90,80,80,80,80.0,80,90,50,80
6528,2,2,13,35,65,2015/9/20 21:05,1,1972,6,1,1,3,,2.0,,6000,2,,160.0,0,1,0,0,0,0,0,0,0,,150,95,2,2,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,4,5,3,2,1,2.0,2.0,1,2,3,2,3,2,1,5.0,8.0,2.0,3.0,1,1,2,2,12000.0,5,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,1.0,3,1994.0,1970.0,1994.0,3.0,2.0,1.0,6000.0,1.0,5.0,2.0,1942,3,1,2,1945,1,1,2,3,1,3,3,24000.0,4,4,4,4,4,4,4,4,4,-8,-8,-8,2,4,70,70,70,80,70.0,70,20,50,60
7919,4,2,18,52,85,2015/7/22 9:26,1,1990,1,0,8,10,,4.0,2013.0,30000,1,,400.0,0,0,0,0,0,1,0,0,0,,170,115,5,5,5,1,2.0,1,1,1,5,4,1,1,3,5,5,5,4,2,5,5,5,5,2,2,5,1,6.0,1.0,1,4,3,3,5,4,4,,,,,1,1,2,2,70000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1965,4,1,2,1963,4,1,2,3,1,3,2,50000.0,4,4,4,4,4,3,4,4,4,4,5,4,4,5,60,60,60,50,50.0,30,60,60,70
3734,4,2,3,6,13,2015/9/25 10:32,2,1982,1,1,1,3,,2.0,,2000,1,,50.0,0,0,1,0,0,0,0,0,0,,160,102,4,4,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,2,3,1,6.0,5.0,1,4,1,1,1,1,4,,,,,1,2,2,2,4000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,,0,2,2.0,3,2000.0,1970.0,2000.0,4.0,1.0,1.0,2000.0,3.0,,,1955,4,1,1,1957,1,1,2,3,2,3,2,20000.0,4,4,4,4,5,4,4,4,3,-8,-8,-8,1,5,80,80,60,80,80.0,80,80,70,80
394,4,1,29,82,125,2015/7/23 17:45,2,1989,1,1,1,10,,4.0,2013.0,20000,1,,96.0,0,0,1,0,0,0,0,0,0,,162,110,5,4,4,4,3.0,2,2,1,5,5,1,1,4,3,3,3,3,3,2,5,5,1,1,3,2,2,3.0,3.0,4,3,4,4,4,4,1,2.0,2.0,1.0,2.0,1,2,2,2,60000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2014.0,1986.0,2014.0,7.0,1.0,2.0,40000.0,1.0,4.0,1.0,1966,3,1,8,1966,3,1,15,2,1,4,2,40000.0,4,3,4,4,5,4,3,4,3,3,-8,3,2,2,95,90,90,90,90.0,95,96,90,95
684,4,1,9,21,43,2015/7/7 12:35,2,1947,1,1,1,1,,,,3580,1,,200.0,0,1,1,1,0,0,0,0,0,,150,110,4,4,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,3,3,1,2.0,2.0,1,2,6,4,-8,3,3,,,,,1,1,2,2,10000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,3,0.0,3,1968.0,1945.0,1968.0,3.0,4.0,1.0,5000.0,2.0,,,-2,1,1,2,-2,1,1,2,2,2,3,2,10000.0,4,3,4,4,4,3,2,-8,3,3,-8,4,3,3,70,60,70,70,80.0,70,70,70,80
231,4,1,11,31,54,2015/7/20 8:32,1,1993,1,1,1,12,,1.0,2011.0,2000,2,,230.0,0,0,0,0,1,0,0,0,0,,182,145,5,4,3,1,1.0,3,3,1,3,5,3,2,4,4,2,4,4,4,1,2,4,5,1,2,3,4,5.0,3.0,6,4,3,2,4,2,6,,,,,1,1,2,2,40000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1968,6,1,1,1970,6,1,15,2,1,3,-8,100000.0,3,3,3,2,5,4,2,4,3,3,-8,4,1,3,70,80,-2,70,40.0,80,80,80,80
7948,3,1,6,16,32,2015/8/11 10:43,1,1992,1,1,1,6,,4.0,2010.0,42000,4,2010.0,30.0,0,0,0,0,0,0,0,0,1,,167,110,4,4,4,1,1.0,1,1,1,4,3,2,2,2,2,4,5,2,4,4,4,4,4,2,3,2,1,4.0,3.0,1,3,6,2,7,2,1,3.0,5.0,1.0,1.0,1,2,2,2,-2.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1968,4,1,9,1970,4,1,10,2,1,4,3,40000.0,4,3,3,2,3,3,2,2,2,3,-8,3,2,4,70,80,70,70,80.0,90,80,90,80
1431,4,1,2,2,9,2015/7/24 10:26,2,1977,8,1,1,4,,4.0,1992.0,25000,1,,200.0,0,1,0,0,0,0,0,0,0,,165,110,4,5,4,4,2.0,2,2,4,4,4,1,1,5,3,4,5,3,3,2,2,5,1,2,3,4,2,3.0,3.0,2,2,5,5,4,5,1,3.0,2.0,1.0,3.0,1,1,2,2,50000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2011.0,1974.0,2011.0,4.0,1.0,2.0,25000.0,1.0,5.0,1.0,1952,1,1,2,1953,1,1,2,2,1,4,2,30000.0,4,2,4,4,4,4,3,4,4,3,-8,3,2,4,80,85,80,80,80.0,80,80,80,80
677,4,2,21,62,98,2015/7/16 14:30,2,1964,8,0,2,3,,2.0,,3000,1,,200.0,0,0,0,1,0,0,0,0,0,,155,100,3,3,4,1,1.0,1,1,1,4,1,1,1,5,3,5,5,5,4,5,5,5,5,5,3,3,1,1.0,2.0,1,3,2,2,2,2,4,,,,,1,1,2,2,30000.0,5,2,1,2,0,1,0,0,0,0,0,0,0,,2,2,0.0,3,1983.0,1963.0,1983.0,3.0,1.0,1.0,3000.0,5.0,,,-2,4,1,2,1939,1,1,2,3,1,4,2,-2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,70,80,70,60,60.0,70,60,70,60
6464,4,1,5,8,23,2015/8/1 13:13,1,1963,1,1,1,6,,4.0,1981.0,36000,1,,64.0,0,1,1,0,0,0,0,0,0,,178,156,4,4,4,2,1.0,4,3,1,4,4,1,1,3,3,3,4,3,4,4,1,4,5,1,3,3,3,3.0,3.0,3,4,6,6,6,5,1,3.0,28.0,1.0,3.0,1,1,2,2,96000.0,3,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1987.0,1966.0,1987.0,9.0,4.0,2.0,28000.0,1.0,3.0,1.0,1934,6,1,1,1936,4,1,1,2,2,4,2,40000.0,4,4,4,4,4,3,4,4,3,3,3,3,2,4,90,90,90,80,70.0,90,80,80,80
2139,4,1,15,39,70,2015/7/14 13:28,1,1950,1,1,1,1,,,,800,1,,230.0,0,1,0,0,0,0,0,0,0,,158,108,3,3,3,1,1.0,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,3,1,2.0,2.0,2,4,4,4,4,2,3,,,,,1,1,2,2,800.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,3,10000.0,5,5,5,5,5,5,4,5,5,5,5,4,4,5,60,70,70,60,70.0,60,70,60,60
6927,2,1,24,70,110,2015/8/1 16:46,2,1962,1,0,6,7,,4.0,-2.0,-3,4,-2.0,200.0,0,0,0,0,0,0,0,0,1,,160,120,4,4,-8,4,4.0,4,2,2,5,2,2,1,5,3,5,5,2,2,5,4,5,5,5,5,5,1,2.0,5.0,2,3,6,4,7,3,5,,,,,1,1,2,2,-3.0,5,3,-3,-8,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,1983.0,1961.0,1983.0,9.0,1.0,5.0,-3.0,1.0,3.0,1.0,-3,-8,1,9,-3,1,1,9,2,3,4,4,3000.0,5,3,4,4,5,5,1,4,3,3,5,4,1,4,80,0,0,70,-2.0,50,-2,80,70
34,4,1,16,46,77,2015/7/27 19:24,2,1987,1,1,1,4,,4.0,2002.0,150000,1,,240.0,0,0,1,0,0,0,0,0,0,,168,98,5,4,4,1,1.0,3,3,1,4,4,4,2,3,3,2,3,3,3,2,3,4,4,1,3,3,3,3.0,3.0,-8,3,5,2,9,7,1,1.0,8.0,1.0,4.0,1,2,2,2,150000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,2005.0,1987.0,2005.0,4.0,1.0,1.0,10000.0,1.0,2.0,2.0,1965,3,1,1,1967,2,1,1,2,1,3,2,100000.0,3,3,4,4,5,5,5,3,3,3,2,2,1,2,60,65,60,60,65.0,60,70,60,65
2808,4,2,18,55,89,2015/7/24 13:24,1,1979,1,1,1,10,,4.0,2003.0,24000,1,,300.0,0,1,0,0,0,0,0,0,0,,175,170,4,5,3,2,1.0,3,1,3,3,5,1,2,5,1,2,5,4,4,1,5,5,5,1,4,3,3,1.0,1.0,1,3,5,3,-8,1,1,3.0,15.0,1.0,3.0,1,1,2,2,48000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2003.0,1980.0,2003.0,7.0,1.0,2.0,24000.0,1.0,3.0,1.0,1945,3,1,2,1953,4,1,2,2,2,4,3,50000.0,5,5,4,4,5,4,4,5,3,4,-8,-8,2,5,70,70,70,70,70.0,70,70,70,70
958,3,2,16,47,79,2015/7/26 8:28,2,1973,1,1,1,3,,2.0,,10000,1,,110.0,0,1,1,0,0,0,0,0,0,,155,105,3,4,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,2,5,5,5,5,5,5,4,1,1.0,1.0,1,3,4,3,4,3,3,,,,,1,1,2,2,10000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,1994.0,1973.0,1994.0,3.0,1.0,1.0,0.0,3.0,,,1954,3,1,2,1953,3,1,2,2,3,3,3,100000.0,4,4,4,2,4,3,3,3,4,3,3,3,2,5,70,65,75,70,60.0,70,70,70,75
7872,3,1,22,66,105,2015/7/8 9:28,1,1963,1,1,1,4,,2.0,1977.0,20000,4,1984.0,120.0,0,1,1,0,0,0,0,0,0,,163,106,3,3,3,2,2.0,2,2,2,3,2,1,2,5,3,5,5,4,4,5,5,5,5,5,2,3,2,6.0,6.0,1,4,2,2,6,3,2,,,,,1,1,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1988.0,1963.0,1988.0,4.0,1.0,1.0,10000.0,1.0,2.0,2.0,1927,1,1,2,1931,1,1,2,3,2,4,3,30000.0,4,4,3,3,5,3,3,5,4,3,3,3,2,5,60,60,55,70,65.0,70,75,60,60
6343,4,2,17,49,82,2015/7/28 15:32,2,1967,1,1,1,4,,4.0,-2.0,12000,4,2014.0,40.0,0,0,0,0,0,0,0,0,1,,158,120,5,5,1,1,1.0,4,2,4,5,4,3,1,5,2,2,4,3,2,2,1,5,4,3,5,4,4,1.0,2.0,1,2,3,2,5,1,1,3.0,5.0,1.0,3.0,1,1,2,2,20000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,1.0,3,1992.0,1970.0,1992.0,4.0,4.0,1.0,15000.0,3.0,,,1940,3,4,2,1942,3,1,2,3,1,5,3,30000.0,5,4,4,4,5,4,1,5,4,4,-8,4,1,5,100,100,100,100,100.0,100,100,100,100
1633,5,2,17,50,83,2015/7/28 15:50,2,1962,1,1,1,3,,2.0,,8000,1,,240.0,0,1,0,0,0,0,0,0,0,,178,105,5,5,5,1,1.0,1,1,1,2,1,1,5,5,4,5,-8,4,5,5,5,-8,5,5,4,3,1,2.0,7.0,1,5,6,6,8,5,4,,,,,1,1,2,2,8000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,7,1983.0,,,,,,,,,,-2,14,-8,2,-2,14,1,2,2,2,4,-8,20000.0,4,4,4,4,4,-8,2,-8,4,-8,-8,-8,2,5,60,70,80,60,55.0,45,70,80,30
